sample_id,frame_id,label,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20
0,0,R,0.0,0.0,0.0,0.1203368929291728,-0.0718630542267627,-0.0780358409122975,0.204986379671432,-0.2789967824972475,-0.0996705661110832,0.1627339436390884,-0.4594956032545779,-0.1157892733663878,0.0732316466298566,-0.5775956267624469,-0.1281893930154083,0.1657213262935893,-0.4904901533948989,-0.0339667633046982,0.1534300959820408,-0.6980262970362208,-0.0721112436717462,0.1284659404176588,-0.8518192147000708,-0.1005488887897446,0.0988162907164089,-0.9878670387049026,-0.119808407590856,0.0784269597077985,-0.5195109621527638,-0.0277237818733322,0.1168197740214703,-0.7437142017047758,-0.0794055309092049,0.1379342129820828,-0.87529615741776,-0.1085345865106023,0.1467657205111999,-0.9783435116616728,-0.118334365869925,-0.0132764144561851,-0.5072759500609304,-0.0312211691898114,-0.0089032526857059,-0.6729242729806326,-0.1264392796798048,0.009828631352798,-0.5263012664357666,-0.1359122638664525,0.0176111069020306,-0.3970452994076251,-0.1109131325382334,-0.1066374229843408,-0.4604523838129679,-0.0393790686717727,-0.0898744348531652,-0.5844603532601202,-0.1224952503198179,-0.053113314210854,-0.4645644521087415,-0.1186891296069084,-0.0354331392103162,-0.3424083643601675,-0.0931859818610075
0,1,R,0.0,0.0,0.0,0.1283106948744338,-0.0944550631707458,-0.0667317641854066,0.2033699497208085,-0.290310955535589,-0.0847572302891566,0.1566303304151056,-0.4603222268885716,-0.1017681362409907,0.0741703107736446,-0.5734661690573877,-0.1146663139838689,0.1654786800499373,-0.4835266563225385,-0.0154852672547329,0.1515995413611605,-0.6743571436331915,-0.0551534473163916,0.1210328478095996,-0.8142008485107788,-0.0863875092243568,0.0882938627343111,-0.9458742829679414,-0.1076852218111826,0.0801392871810963,-0.5140504810458627,-0.0148938399609085,0.1171007502527961,-0.7342962986397485,-0.0640661763822542,0.147997391562918,-0.8701893667160936,-0.092978280461986,0.1688722252539049,-0.98000533673456,-0.1052222006497498,-0.0085653594967741,-0.5031241106754637,-0.0249863570202199,-0.0040247175903219,-0.6690479103655101,-0.1179357351368847,0.0170801805052835,-0.5277755154397699,-0.1288075671135407,0.0272269121564659,-0.3969434071329771,-0.1061814605211648,-0.0975252128422692,-0.4583610287891943,-0.0395295339853639,-0.0824775684331147,-0.5864706617482551,-0.1191005457064873,-0.0456255630922798,-0.4760973461702614,-0.1166198678194434,-0.0277651597545987,-0.3558112743643937,-0.0938176130086732
0,2,R,0.0,0.0,0.0,0.1291241418630745,-0.1051800280499695,-0.062076543352576,0.2029413073274846,-0.3011344773459007,-0.0782071119025075,0.1579168748004658,-0.4735196413345756,-0.0952102592397782,0.0755547535589282,-0.5873569268807017,-0.107960846041381,0.1631954100186547,-0.4978022298959717,-0.003122638010068,0.1487826134742941,-0.6872745206803144,-0.0400429732937484,0.1179599434226939,-0.8279303984853171,-0.0710553455306124,0.0833608369348871,-0.95995620816437,-0.0932564789439347,0.0790283095247866,-0.5266250888580799,-0.0055944110925077,0.1151564003729367,-0.7511672622274037,-0.0510262890058912,0.1500058819737277,-0.8796521247827859,-0.0778182140367962,0.1717039614062502,-0.9810788045768364,-0.0894546189276256,-0.0070749576668603,-0.5112916004927881,-0.0194387375408168,-0.0057072614606952,-0.689078537925133,-0.1089554858607983,0.0175796493258101,-0.5462774846323818,-0.1168397196891113,0.0285037762599795,-0.413554168875175,-0.0932409159408298,-0.0938066182917222,-0.4588918614272764,-0.0379501354449491,-0.081383557073965,-0.596873712772818,-0.1137866116379589,-0.0435832946421108,-0.4912041747951777,-0.1089611060099472,-0.0253356829951593,-0.3724641951761977,-0.0858683055549693
0,3,R,0.0,0.0,0.0,0.1310621207418975,-0.1127818656069067,-0.0589062906764791,0.2037623672490776,-0.3077275117793449,-0.0737416869362731,0.1603615367277895,-0.4766816339098417,-0.0903945292553256,0.0795599000255565,-0.591363869514589,-0.102660773483058,0.1647320070678233,-0.503068137599745,0.0030096205323565,0.1508536763964929,-0.6925508335841474,-0.0323159675210769,0.1215333744718233,-0.8318585927313603,-0.0622068449944564,0.0911833006016685,-0.9627325897657072,-0.0833757957554145,0.0804833890883413,-0.5313716399006162,-0.0009055436009094,0.1157003374693326,-0.7541836862451198,-0.0450463510258799,0.1499165638916277,-0.8812758257751985,-0.071385388665171,0.1728965058548661,-0.9814675773663136,-0.0826328799079244,-0.0067550986090281,-0.5168559625363724,-0.01628994283992,-0.0012748937305632,-0.6882839414728715,-0.1046507351427412,0.0211972744980773,-0.5438110445883938,-0.1125466154635811,0.0317750758945225,-0.4117370827549256,-0.0889395130851246,-0.0940894512628012,-0.4661221640567841,-0.0361680677681853,-0.0796078325037583,-0.6019270457452713,-0.1096760510362649,-0.0419301248539118,-0.4956665014830176,-0.1038449235695438,-0.0228809466203272,-0.3773237671981225,-0.0803423009711594
0,4,R,0.0,0.0,0.0,0.1320781280475535,-0.1194286544076784,-0.0568614508021085,0.2036528725166905,-0.3146930481549901,-0.0699993361676948,0.1602283913127212,-0.4828013002262978,-0.0856655698554784,0.0803117486804101,-0.5977133945389306,-0.0968813645433508,0.1637087213525843,-0.5130299529562344,0.0103253641321859,0.1515004318793518,-0.7014142856446962,-0.0229760807307186,0.1230281242720415,-0.8397930059800607,-0.052447206616552,0.0932612074540957,-0.9697707356032792,-0.0735953702726736,0.0796877092538117,-0.5396270268602492,0.0057189588507269,0.1134969885608117,-0.7599399280369071,-0.036684149837527,0.1462658671650401,-0.8844493859345322,-0.0632065634967127,0.1678513301300726,-0.9829516904425368,-0.0750460207454375,-0.0075743985092675,-0.5241052834994794,-0.0106923819919868,-0.0016918759556783,-0.6926960242231904,-0.0978143773518016,0.0225762430112484,-0.5476635130228704,-0.1067876512614294,0.0342167214271846,-0.4152164082856066,-0.0843403968328429,-0.0956781982294478,-0.4729566624631679,-0.0315521522765351,-0.0815508330044693,-0.6092866903545477,-0.10435003336758,-0.0430983667117699,-0.502141547823002,-0.0992072291813217,-0.0229658970682222,-0.3823562276733157,-0.076563784726467
0,5,R,0.0,0.0,0.0,0.1303453068308811,-0.1146061869613431,-0.0601487762082607,0.2021575770397146,-0.3083150526822686,-0.0761522262925781,0.1613868504674119,-0.4761478357912803,-0.0933982703977458,0.0835256713619434,-0.5912149825290984,-0.1060718689254874,0.1641034314118845,-0.5090241634306569,-0.0002795323354677,0.1511871023419803,-0.6968977406419181,-0.0354696900454292,0.1215356921229567,-0.8329283514578409,-0.0653222792650103,0.0913298694616826,-0.9623119162936108,-0.0867323700421034,0.0798089767978147,-0.5352426390000479,-0.0036285137401598,0.1154656713285931,-0.7564455991725608,-0.0460253262335804,0.1484262464461099,-0.8816503089910789,-0.070856210443055,0.1713495149830415,-0.9817640286409458,-0.0823330782964934,-0.0071572334991992,-0.5196031252641068,-0.0185686434905717,0.0003637549961742,-0.6928397537405729,-0.1049193944420094,0.0222633216201343,-0.5521323572958012,-0.1125018300662581,0.0338012488839468,-0.4224999021965233,-0.0902513907059937,-0.093771495453745,-0.4685674638300205,-0.0382540779528971,-0.0785041914787085,-0.6025673802366859,-0.111569904874574,-0.0412713336922612,-0.4958459367668906,-0.1066882162715014,-0.0219427409550972,-0.3778989670886548,-0.0846653864318627
0,6,R,0.0,0.0,0.0,0.1298982467263883,-0.1149730027986451,-0.0598647370015945,0.2018550397811606,-0.3086975890719605,-0.0758982303677157,0.1604336374587776,-0.4759386642338895,-0.0933759322552808,0.0823802540046681,-0.5913340762953496,-0.1062815412681761,0.1625240884117243,-0.5111501005110105,0.0004046732453191,0.1491929520558047,-0.699177010694724,-0.0345450602634585,0.119763473763801,-0.8353189162288759,-0.0642068730229972,0.0901061444161865,-0.9642579689984718,-0.0853332223993356,0.0782078002840308,-0.5362995981800912,-0.0032232396349285,0.1132246283646857,-0.7577912198526081,-0.0456197063331248,0.1468160626323337,-0.8827406796214933,-0.0704588175509158,0.1703851497873436,-0.9819852110326422,-0.0816942228381034,-0.0087542945013719,-0.5196046843928313,-0.0184419193582347,-0.0001278725318675,-0.6917676023001148,-0.1046668381204613,0.0227649348939123,-0.5501735179414127,-0.1119598965080645,0.0342970326989656,-0.4200184763767899,-0.089284073722096,-0.0955681711253255,-0.4677932139474827,-0.0383780244094102,-0.0797905602934096,-0.6033652918855601,-0.1108368752428034,-0.0426177203428633,-0.4971944982957908,-0.1050961334040992,-0.0239043901290136,-0.3794255960806668,-0.0824529161141865
0,7,R,0.0,0.0,0.0,0.1308252225760791,-0.1155474239561703,-0.0597712769919843,0.20260794828876,-0.3095014824945339,-0.0754831838847168,0.1614874781771584,-0.4770599196247526,-0.0925090243718912,0.084146627894336,-0.5920387321205575,-0.1049153463572965,0.164898597411495,-0.5104070684191095,0.0007119546282462,0.151903362658203,-0.6982392867205977,-0.0341218769453178,0.1225692159724127,-0.8339968964879034,-0.0637812941651478,0.0927619258020746,-0.9630501664903192,-0.0850405161652967,0.0807822684848897,-0.5360301535750057,-0.0027006751734753,0.116017794822896,-0.756954639659536,-0.0447910882965597,0.1488832574723887,-0.8819100304780768,-0.0696248984568021,0.1717721917562232,-0.9817904152420808,-0.0811288769677372,-0.006033690972966,-0.5200874512271286,-0.0177145113268621,0.0013828368941002,-0.6925570687690163,-0.1035295120385239,0.0238340472615999,-0.5523322471411107,-0.1111037544004394,0.035670102958435,-0.4229024506427561,-0.0889479652129495,-0.092549508306953,-0.4690000445088207,-0.0374798418487962,-0.0777304905117031,-0.6034480294796511,-0.1100593891982072,-0.0406148795049745,-0.4973699696345588,-0.1049624808602709,-0.02138375250602,-0.3795780740836508,-0.0829124820298147
0,8,R,0.0,0.0,0.0,0.1299460848776616,-0.115791794990897,-0.0595522421138552,0.2018833145759226,-0.3095249415812228,-0.07543564530214,0.1606159574613992,-0.4769639579061654,-0.0928456137485081,0.0825332900777561,-0.5922273677831009,-0.1057413411635007,0.1624802464562622,-0.5116954600007708,0.0009479265357205,0.1491479916855583,-0.6993502789121501,-0.0337031716193723,0.1197280242328518,-0.8350575554629177,-0.0633741832147309,0.0901237666061061,-0.9637699005759534,-0.0846160680672872,0.0781303639593265,-0.5370519490444425,-0.0028253497188471,0.1125995223951179,-0.7583634605728217,-0.0447047559557567,0.1458517560455577,-0.8830794372832582,-0.0695076530322491,0.1690613245259376,-0.9822755223282474,-0.0809510147206598,-0.0086239356483044,-0.5205603770385286,-0.0181812155301571,-0.0002818320448972,-0.6930819644540015,-0.103632091900359,0.0225301733593828,-0.5524201904884255,-0.1110133118831394,0.0339408232920505,-0.4226923005795659,-0.0887400916450096,-0.0953144482691781,-0.4688596875683058,-0.0382967341298733,-0.080334075678474,-0.6051033944385721,-0.1102516283011611,-0.0429962268112176,-0.4996542358527559,-0.1046636459056482,-0.0238623044886193,-0.3818833202997664,-0.0823485693613824
0,9,R,0.0,0.0,0.0,0.1293524600085521,-0.1149144579917987,-0.060809700581534,0.2017674527963914,-0.3116095666446237,-0.0764236077000851,0.1592053133036599,-0.482829526112018,-0.0927503911213576,0.0792000843013627,-0.5952658007429966,-0.1043560238269968,0.1628695600989675,-0.5028523120512685,-0.0026642320510325,0.1494160791965478,-0.6941858202237903,-0.037893489128601,0.1197440017407447,-0.8315440209920201,-0.0672964519848087,0.090028841958848,-0.9618682573432656,-0.0888160051467737,0.0786319673631882,-0.5299590918836281,-0.0053340508586592,0.1103816924938319,-0.7566701869085558,-0.0480416509907496,0.1447749331601424,-0.8844174804136434,-0.0725252569425703,0.1693465530055256,-0.9819271284790816,-0.0845036054968784,-0.0075130428819154,-0.5153685774329133,-0.0194576584137312,-0.0018627358393386,-0.6971177674344993,-0.1054681488436597,0.0184264158271924,-0.5604506831456463,-0.1133807902959929,0.0280361735619121,-0.4287034305663983,-0.0924270425204834,-0.0929755831005589,-0.4658917745816494,-0.0383977947444552,-0.0807557711031651,-0.60233150214034,-0.1121839562799821,-0.0471672753018161,-0.4984388226220052,-0.1088203736415165,-0.0310133022375732,-0.3804174392018015,-0.0887000214774105
